Username,Url,Datetime,Rule,Lobby,Stage,Win,X Power,Time,Game Version,Stats,A1 Main Weapon,A1 Sub Weapon,A1 Special Weapon,A1 Inked,A1 Kill & Assist,A1 Kill,A1 Assist,A1 Death,A1 Specials,A2 Main Weapon,A2 Sub Weapon,A2 Special Weapon,A2 Inked,A2 Kill & Assist,A2 Kill,A2 Assist,A2 Death,A2 Specials,A3 Main Weapon,A3 Sub Weapon,A3 Special Weapon,A3 Inked,A3 Kill & Assist,A3 Kill,A3 Assist,A3 Death,A3 Specials,A4 Main Weapon,A4 Sub Weapon,A4 Special Weapon,A4 Inked,A4 Kill & Assist,A4 Kill,A4 Assist,A4 Death,A4 Specials,B1 Main Weapon,B1 Sub Weapon,B1 Special Weapon,B1 Inked,B1 Kill & Assist,B1 Kill,B1 Assist,B1 Death,B1 Specials,B2 Main Weapon,B2 Sub Weapon,B2 Special Weapon,B2 Inked,B2 Kill & Assist,B2 Kill,B2 Assist,B2 Death,B2 Specials,B3 Main Weapon,B3 Sub Weapon,B3 Special Weapon,B3 Inked,B3 Kill & Assist,B3 Kill,B3 Assist,B3 Death,B3 Specials,B4 Main Weapon,B4 Sub Weapon,B4 Special Weapon,B4 Inked,B4 Kill & Assist,B4 Kill,B4 Assist,B4 Death,B4 Specials
royxiang,https://stat.ink/@royxiang/spl3/5a474b2a-7f83-4f86-bc05-ae618099b8a3,2022-12-07 19:56:05+09:00,asari,xmatch,amabi,bravo,2285.1,320,v2.0.0,allow,bold,curlingbomb,ultrahanko,1337,10,9,1,10,4,dualsweeper,splashbomb,hopsonar,1228,7,4,3,5,5,liter4k,trap,hopsonar,494,5,4,1,7,0,sharp,quickbomb,kanitank,1264,5,3,2,10,2,splatspinner_collabo,poisonmist,greatbarrier,1399,14,7,7,3,6,sshooter_collabo,splashbomb,tripletornado,1178,13,11,2,5,4,sputtery_hue,torpedo,sameride,1142,10,8,2,10,2,liter4k,trap,hopsonar,867,6,6,0,2,4
Nyarukore,https://stat.ink/@Nyarukore/spl3/2547b2f7-cf63-4104-b5b2-e75443896961,2022-12-07 19:55:50+09:00,asari,xmatch,amabi,bravo,,320,v2.0.0,allow,momiji,torpedo,hopsonar,1372,9,6,3,8,5,hydra,robotbomb,nicedama,1326,10,7,3,6,3,52gal,splashshield,megaphone51,1142,10,7,3,10,2,wakaba,splashbomb,greatbarrier,1547,7,4,3,6,5,momiji,torpedo,hopsonar,1690,20,15,5,5,6,sshooter_collabo,splashbomb,tripletornado,1121,9,5,4,10,2,tristringer,poisonmist,megaphone51,1482,6,4,2,3,7,momiji,torpedo,hopsonar,1312,7,6,1,6,4
suvichan,https://stat.ink/@suvichan/spl3/a4fa8f7a-4a49-4e26-bf0c-7f19e0c98a17,2022-12-07 19:51:15+09:00,asari,xmatch,amabi,bravo,2532.8,186,v2.0.0,allow,dualsweeper,splashbomb,hopsonar,864,9,6,3,3,3,sshooter,kyubanbomb,ultrashot,797,4,4,0,6,1,longblaster,kyubanbomb,hopsonar,608,6,5,1,7,1,sshooter_collabo,splashbomb,tripletornado,775,3,2,1,7,2,sshooter_collabo,splashbomb,tripletornado,1170,12,11,1,3,4,quadhopper_black,robotbomb,sameride,657,10,8,2,6,1,jetsweeper,linemarker,kyuinki,660,2,1,1,3,3,furo,sprinkler,amefurashi,867,4,3,1,5,3
mkb_rev2,https://stat.ink/@mkb_rev2/spl3/ff801853-e886-43a0-9f64-0c68e966bbaf,2022-12-07 19:49:52+09:00,asari,xmatch,hirame,alpha,,307,v2.0.0,allow,wakaba,splashbomb,greatbarrier,1157,16,11,5,6,1,screwslosher,tansanbomb,nicedama,1207,10,4,6,7,4,maneuver,kyubanbomb,kanitank,962,11,9,2,6,2,dualsweeper,splashbomb,hopsonar,996,11,7,4,6,3,clashblaster,splashbomb,ultrashot,878,11,10,1,6,3,dualsweeper,splashbomb,hopsonar,1152,10,7,3,8,3,quadhopper_black,robotbomb,sameride,885,9,4,5,10,2,sharp,quickbomb,kanitank,1001,7,4,3,7,1
tei12taroo,https://stat.ink/@tei12taroo/spl3/51e62289-56ec-430c-ab4d-71691e8114ff,2022-12-07 19:49:18+09:00,asari,xmatch,hirame,alpha,2494.1,300,v2.0.0,allow,sharp,quickbomb,kanitank,1409,13,11,2,5,3,furo,sprinkler,amefurashi,1615,8,5,3,3,5,screwslosher,tansanbomb,nicedama,867,10,7,3,7,3,liter4k,trap,hopsonar,619,4,3,1,4,2,sshooter,kyubanbomb,ultrashot,1095,10,8,2,8,2,rapid,trap,tripletornado,1268,4,1,3,7,4,screwslosher,tansanbomb,nicedama,1127,9,8,1,8,3,liter4k,trap,hopsonar,724,2,2,0,3,2
tei12taroo,https://stat.ink/@tei12taroo/spl3/05e0c437-6468-4501-a193-bb7b1a316e90,2022-12-07 19:42:39+09:00,asari,xmatch,amabi,alpha,2494.1,320,v2.0.0,allow,sharp,quickbomb,kanitank,1446,13,9,4,6,4,dynamo,sprinkler,energystand,1679,14,6,8,9,6,sshooter,kyubanbomb,ultrashot,1462,13,12,1,6,5,carbon_deco,quickbomb,ultrashot,903,11,4,7,5,3,jimuwiper,quickbomb,shokuwander,1381,14,12,2,8,2,sharp,quickbomb,kanitank,1845,10,6,4,5,7,momiji,torpedo,hopsonar,1320,5,2,3,8,6,splatroller,curlingbomb,greatbarrier,839,9,6,3,10,2
mkb_rev2,https://stat.ink/@mkb_rev2/spl3/83e6fbbf-73f3-4c66-b47f-3094f656b8d4,2022-12-07 19:37:33+09:00,asari,xmatch,amabi,alpha,,320,v2.0.0,allow,wakaba,splashbomb,greatbarrier,1395,9,7,2,5,2,sharp,quickbomb,kanitank,1416,10,7,3,6,3,carbon_deco,quickbomb,ultrashot,842,9,8,1,4,3,splatspinner_collabo,poisonmist,greatbarrier,1224,8,7,1,6,4,sshooter,kyubanbomb,ultrashot,1383,11,7,4,8,4,pablo,splashbomb,megaphone51,1107,8,6,2,7,5,dualsweeper,splashbomb,hopsonar,1509,4,3,1,6,6,sharp,quickbomb,kanitank,952,6,5,1,8,2
tei12taroo,https://stat.ink/@tei12taroo/spl3/e44e265b-b260-4da5-bdf0-55ab145ff5dc,2022-12-07 19:35:59+09:00,asari,xmatch,amabi,bravo,2494.1,320,v2.0.0,allow,sharp,quickbomb,kanitank,1529,8,8,0,7,3,liter4k,trap,hopsonar,1168,14,12,2,5,4,sshooter_collabo,splashbomb,tripletornado,1231,11,7,4,9,2,jetsweeper,linemarker,kyuinki,842,9,2,7,8,2,liter4k,trap,hopsonar,1359,10,8,2,3,5,sshooter_collabo,splashbomb,tripletornado,1105,13,9,4,13,3,momiji,torpedo,hopsonar,1473,12,7,5,6,7,bottlegeyser,splashshield,ultrashot,823,6,5,1,7,3
mkb_rev2,https://stat.ink/@mkb_rev2/spl3/aa2a7f7d-572a-407d-b463-cab71a7ab937,2022-12-07 19:30:59+09:00,asari,xmatch,hirame,alpha,,320,v2.0.0,allow,wakaba,splashbomb,greatbarrier,1205,10,7,3,6,2,52gal,splashshield,megaphone51,1189,13,12,1,8,2,pablo,splashbomb,megaphone51,1165,8,6,2,6,4,sputtery_hue,torpedo,sameride,851,6,5,1,8,2,carbon_deco,quickbomb,ultrashot,952,13,11,2,6,2,sputtery_hue,torpedo,sameride,727,13,9,4,10,1,momiji,torpedo,hopsonar,1187,10,5,5,10,3,l3reelgun,curlingbomb,kanitank,1224,7,3,4,4,3
tei12taroo,https://stat.ink/@tei12taroo/spl3/6dad5d1e-98e2-48dc-a9b1-6e3e45cb00ed,2022-12-07 19:29:19+09:00,asari,xmatch,hirame,alpha,2494.1,300,v2.0.0,allow,sharp,quickbomb,kanitank,1329,16,13,3,5,4,screwslosher,tansanbomb,nicedama,1177,16,11,5,7,3,momiji,torpedo,hopsonar,1245,12,2,10,3,4,liter4k,trap,hopsonar,1009,9,8,1,4,3,sharp,quickbomb,kanitank,1360,8,7,1,7,5,rpen_5h,sprinkler,energystand,882,7,3,4,5,3,sharp,quickbomb,kanitank,1068,8,6,2,11,4,bucketslosher,splashbomb,tripletornado,1027,3,3,0,11,2
tei12taroo,https://stat.ink/@tei12taroo/spl3/82a84138-bbd8-4dd2-bed8-f335335264ec,2022-12-07 19:22:56+09:00,asari,xmatch,hirame,alpha,2484.1,300,v2.0.0,allow,sharp,quickbomb,kanitank,1077,14,13,1,7,3,variableroller,trap,missile,1457,7,7,0,4,5,momiji,torpedo,hopsonar,1162,10,4,6,5,6,dualsweeper,splashbomb,hopsonar,763,6,3,3,8,2,bottlegeyser,splashshield,ultrashot,983,13,10,3,6,3,wakaba,splashbomb,greatbarrier,1474,8,6,2,6,4,sharp,quickbomb,kanitank,992,4,2,2,6,2,campingshelter,jumpbeacon,kyuinki,940,8,6,2,9,2
mkb_rev2,https://stat.ink/@mkb_rev2/spl3/3d7688f3-31da-44d6-93c2-9795e420eb6b,2022-12-07 19:17:08+09:00,asari,xmatch,amabi,bravo,,307,v2.0.0,allow,wakaba,splashbomb,greatbarrier,1329,8,5,3,7,4,prime_collabo,kyubanbomb,nicedama,1201,13,8,5,6,3,prime_collabo,kyubanbomb,nicedama,1172,10,10,0,7,4,dualsweeper,splashbomb,hopsonar,1042,1,1,0,9,4,splatspinner_collabo,poisonmist,greatbarrier,1226,17,11,6,6,4,prime_collabo,kyubanbomb,nicedama,1180,11,9,2,8,2,jetsweeper,linemarker,kyuinki,1191,7,3,4,4,4,sshooter,kyubanbomb,ultrashot,1138,7,6,1,6,2
tei12taroo,https://stat.ink/@tei12taroo/spl3/0f89a617-b7fa-4375-9af4-265749b56720,2022-12-07 19:10:07+09:00,asari,xmatch,amabi,bravo,2484.1,300,v2.0.0,allow,sharp,quickbomb,kanitank,1404,6,3,3,4,3,screwslosher,tansanbomb,nicedama,1128,11,8,3,8,3,liter4k_scope,trap,hopsonar,885,8,6,2,4,3,hotblaster,robotbomb,greatbarrier,646,8,6,2,8,2,hissen,poisonmist,jetpack,813,9,7,2,6,2,sharp,quickbomb,kanitank,1396,8,7,1,4,4,liter4k,trap,hopsonar,770,6,5,1,3,1,bucketslosher,splashbomb,tripletornado,1260,5,5,0,10,3
toast2903,https://stat.ink/@toast2903/spl3/c1884099-77f5-4850-aa57-e9146a6cbdc9,2022-12-07 13:03:38+09:00,asari,xmatch,hirame,bravo,1942.9,303,v2.0.0,allow,nova_neo,tansanbomb,ultrahanko,821,8,8,0,6,4,maneuver,kyubanbomb,kanitank,1045,6,3,3,11,3,liter4k,trap,hopsonar,930,6,4,2,2,3,drivewiper,torpedo,ultrahanko,943,6,5,1,10,1,screwslosher,tansanbomb,nicedama,1245,14,14,0,5,4,momiji,torpedo,hopsonar,1334,14,6,8,6,5,pablo_hue,trap,ultrahanko,763,6,4,2,5,1,liter4k,trap,hopsonar,718,6,5,1,4,2
Toufool,https://stat.ink/@Toufool/spl3/394b0ef1-6901-4e77-916b-49e0f9c7c852,2022-12-07 13:02:56+09:00,asari,xmatch,hirame,alpha,2157.6,311,v2.0.0,allow,hissen,poisonmist,jetpack,856,18,14,4,8,2,pablo,splashbomb,megaphone51,1191,16,9,7,6,4,sshooter_collabo,splashbomb,tripletornado,1280,15,10,5,5,4,momiji,torpedo,hopsonar,1155,12,5,7,9,3,dynamo,sprinkler,energystand,1504,12,9,3,8,6,nova_neo,tansanbomb,ultrahanko,947,10,8,2,10,1,sputtery_hue,torpedo,sameride,942,7,3,4,7,2,sharp,quickbomb,kanitank,998,10,8,2,13,2
orangettes_san,https://stat.ink/@orangettes_san/spl3/95f0c13e-d6d6-40c6-b3dd-e984e377214f,2022-12-07 12:59:27+09:00,asari,xmatch,hirame,bravo,1961.8,300,v2.0.0,allow,momiji,torpedo,hopsonar,1118,5,1,4,5,4,clashblaster,splashbomb,ultrashot,856,7,7,0,3,2,sharp,quickbomb,kanitank,1146,5,4,1,4,4,sshooter_collabo,splashbomb,tripletornado,1139,3,2,1,5,3,explosher,pointsensor,amefurashi,1387,9,2,7,3,5,sputtery,jumpbeacon,energystand,967,9,6,3,6,5,sshooter_collabo,splashbomb,tripletornado,1214,7,6,1,5,5,sharp,quickbomb,kanitank,1010,5,3,2,0,3
antariska,https://stat.ink/@antariska/spl3/ef4e5346-a7f6-4052-b8c8-b0e3da4bf060,2022-12-07 12:58:25+09:00,asari,xmatch,namero,alpha,1898.4,314,v2.0.0,allow,nautilus47,pointsensor,amefurashi,1333,12,8,4,5,5,kugelschreiber,tansanbomb,jetpack,1159,9,5,4,4,1,sshooter,kyubanbomb,ultrashot,1353,10,9,1,10,5,prime_collabo,kyubanbomb,nicedama,1026,5,4,1,6,3,barrelspinner,sprinkler,hopsonar,1456,12,7,5,4,6,momiji,torpedo,hopsonar,1302,7,1,6,7,5,bottlegeyser,splashshield,ultrashot,894,9,8,1,4,4,kelvin525,splashshield,nicedama,826,9,9,0,11,3
toast2903,https://stat.ink/@toast2903/spl3/ccc9611c-104f-4414-abdb-39312ef25fbb,2022-12-07 12:56:36+09:00,asari,xmatch,hirame,bravo,1942.9,320,v2.0.0,allow,parashelter,sprinkler,tripletornado,1175,3,3,0,9,3,prime_collabo,kyubanbomb,nicedama,1228,15,10,5,5,4,momiji,torpedo,hopsonar,1296,15,11,4,9,4,longblaster,kyubanbomb,hopsonar,973,12,9,3,6,2,sharp,quickbomb,kanitank,1373,17,15,2,8,4,carbon_deco,quickbomb,ultrashot,746,10,7,3,9,1,dualsweeper,splashbomb,hopsonar,1116,6,1,5,9,2,explosher,pointsensor,amefurashi,1151,7,6,1,7,2
bbblan,https://stat.ink/@bbblan/spl3/ef5403c6-1c8a-4f90-8884-73732f48e85d,2022-12-07 12:56:28+09:00,asari,xmatch,namero,alpha,,320,v2.0.0,allow,bamboo14mk1,robotbomb,megaphone51,1251,16,12,4,5,6,carbon_deco,quickbomb,ultrashot,985,25,24,1,6,2,liter4k,trap,hopsonar,766,10,7,3,5,3,drivewiper,torpedo,ultrahanko,829,10,0,10,9,2,liter4k,trap,hopsonar,878,11,7,4,6,2,hokusai,kyubanbomb,shokuwander,1261,9,9,0,10,2,splatroller,curlingbomb,greatbarrier,1101,8,6,2,13,3,squiclean_a,pointsensor,greatbarrier,545,6,3,3,14,0
orangettes_san,https://stat.ink/@orangettes_san/spl3/fbb6a366-6a78-4366-b0de-6112348e57e8,2022-12-07 12:52:40+09:00,asari,xmatch,namero,bravo,1961.8,300,v2.0.0,allow,momiji,torpedo,hopsonar,1174,7,3,4,3,6,furo,sprinkler,amefurashi,1709,10,7,3,5,7,sshooter_collabo,splashbomb,tripletornado,1354,9,8,1,5,7,sharp,quickbomb,kanitank,1396,6,4,2,4,6,52gal,splashshield,megaphone51,1131,8,7,1,6,5,furo,sprinkler,amefurashi,1468,8,5,3,6,5,sharp,quickbomb,kanitank,1573,6,5,1,4,4,wakaba,splashbomb,greatbarrier,1224,1,0,1,6,4
shige_tairi,https://stat.ink/@shige_tairi/spl3/2592166a-6d3b-4fed-b63a-0cb5cfb8ad68,2022-12-07 12:52:30+09:00,asari,xmatch,namero,alpha,,300,v2.0.0,allow,dualsweeper,splashbomb,hopsonar,1294,16,14,2,4,5,momiji,torpedo,hopsonar,1310,10,4,6,6,5,quadhopper_black,robotbomb,sameride,1103,7,6,1,5,3,splatroller,curlingbomb,greatbarrier,990,11,9,2,9,1,splatroller,curlingbomb,greatbarrier,816,10,9,1,8,1,52gal,splashshield,megaphone51,1306,7,5,2,7,4,kelvin525,splashshield,nicedama,1123,7,7,0,8,3,sshooter,kyubanbomb,ultrashot,1082,6,3,3,10,2
antariska,https://stat.ink/@antariska/spl3/8fb2219d-289f-42ed-a8df-deb24db3b166,2022-12-07 12:51:53+09:00,asari,xmatch,namero,alpha,1898.4,330,v2.0.0,allow,nautilus47,pointsensor,amefurashi,1387,10,6,4,5,4,kelvin525,splashshield,nicedama,1004,18,18,0,10,3,drivewiper,torpedo,ultrahanko,1032,9,5,4,5,3,sshooter,kyubanbomb,ultrashot,1243,8,5,3,7,4,drivewiper,torpedo,ultrahanko,1144,15,11,4,7,4,splatspinner_collabo,poisonmist,greatbarrier,1220,6,2,4,9,4,sharp,quickbomb,kanitank,1461,10,8,2,8,5,bottlegeyser,splashshield,ultrashot,783,10,6,4,10,3
bbblan,https://stat.ink/@bbblan/spl3/d4ad20d4-209a-4448-8cba-0aacb0c5675e,2022-12-07 12:49:03+09:00,asari,xmatch,hirame,bravo,,271,v2.0.0,allow,bamboo14mk1,robotbomb,megaphone51,940,8,5,3,4,4,pablo,splashbomb,megaphone51,834,12,11,1,8,4,momiji,torpedo,hopsonar,900,7,2,5,8,3,kelvin525,splashshield,nicedama,640,5,5,0,11,1,sshooter,kyubanbomb,ultrashot,1043,14,14,0,9,3,bottlegeyser,splashshield,ultrashot,705,5,2,3,7,2,liter4k,trap,hopsonar,801,7,7,0,2,3,carbon_deco,quickbomb,ultrashot,608,9,8,1,5,2
Toufool,https://stat.ink/@Toufool/spl3/b4c49926-7c2d-4308-85a3-5d02595ac214,2022-12-07 12:48:58+09:00,asari,xmatch,hirame,bravo,2157.6,320,v2.0.0,allow,hissen,poisonmist,jetpack,867,15,14,1,12,1,explosher,pointsensor,amefurashi,1208,5,2,3,8,3,sshooter_collabo,splashbomb,tripletornado,927,7,6,1,9,3,dualsweeper,splashbomb,hopsonar,1186,5,3,2,7,3,longblaster,kyubanbomb,hopsonar,892,18,11,7,7,4,sshooter_collabo,splashbomb,tripletornado,1493,18,16,2,7,6,screwslosher,tansanbomb,nicedama,1178,13,8,5,5,2,jetsweeper,linemarker,kyuinki,859,8,1,7,6,3
toast2903,https://stat.ink/@toast2903/spl3/3f1c3eaf-b1b3-4532-8bba-00c16fdf6b76,2022-12-07 12:47:04+09:00,asari,xmatch,namero,alpha,1942.9,407,v2.0.0,allow,parashelter,sprinkler,tripletornado,1484,10,8,2,7,4,longblaster,kyubanbomb,hopsonar,1315,16,11,5,8,3,liter4k,trap,hopsonar,1156,16,14,2,8,2,sharp,quickbomb,kanitank,1867,8,4,4,5,6,hokusai,kyubanbomb,shokuwander,1417,12,8,4,8,4,liter4k,trap,hopsonar,1247,8,7,1,8,3,explosher,pointsensor,amefurashi,1664,9,5,4,9,5,maneuver,kyubanbomb,kanitank,1313,11,8,3,12,3
shige_tairi,https://stat.ink/@shige_tairi/spl3/ebe5a16b-a477-4a5c-b47f-d7ae5a58e8a6,2022-12-07 12:46:13+09:00,asari,xmatch,hirame,alpha,,300,v2.0.0,allow,dualsweeper,splashbomb,hopsonar,991,13,10,3,2,3,splatroller,curlingbomb,greatbarrier,1056,13,13,0,8,3,wakaba,splashbomb,greatbarrier,964,5,2,3,7,3,sharp,quickbomb,kanitank,921,6,5,1,7,3,spaceshooter,pointsensor,megaphone51,896,14,6,8,5,6,bold,curlingbomb,ultrahanko,1146,9,9,0,9,2,sharp,quickbomb,kanitank,1259,11,5,6,4,4,splatroller,curlingbomb,greatbarrier,583,4,4,0,12,1
antariska,https://stat.ink/@antariska/spl3/83fc3699-cc16-4e31-a5e4-89b8e716daef,2022-12-07 12:44:47+09:00,asari,xmatch,namero,alpha,1898.4,388,v2.0.0,allow,nautilus47,pointsensor,amefurashi,1278,14,7,7,12,3,hydra,robotbomb,nicedama,1865,16,13,3,6,5,hokusai,kyubanbomb,shokuwander,1421,14,11,3,9,4,furo,sprinkler,amefurashi,2112,11,9,2,6,6,dualsweeper,splashbomb,hopsonar,1566,16,11,5,10,6,explosher,pointsensor,amefurashi,2135,6,5,1,4,4,pablo_hue,trap,ultrahanko,1181,15,12,3,18,2,barrelspinner,sprinkler,hopsonar,1731,8,5,3,8,5
Toufool,https://stat.ink/@Toufool/spl3/9a7de06e-1823-431f-8fdb-2cf309152b24,2022-12-07 12:42:26+09:00,asari,xmatch,hirame,alpha,2157.6,302,v2.0.0,allow,hissen,poisonmist,jetpack,959,9,8,1,9,3,dynamo,sprinkler,energystand,890,15,12,3,11,1,longblaster,kyubanbomb,hopsonar,945,10,6,4,5,4,drivewiper,torpedo,ultrahanko,908,8,6,2,7,3,variableroller,trap,missile,1113,13,10,3,6,3,drivewiper,torpedo,ultrahanko,802,11,9,2,9,0,hissen,poisonmist,jetpack,798,14,9,5,9,0,explosher,pointsensor,amefurashi,1057,11,4,7,8,3
orangettes_san,https://stat.ink/@orangettes_san/spl3/a75e5add-4738-4ae7-b42b-618ba172d822,2022-12-07 12:41:48+09:00,asari,xmatch,namero,bravo,1961.8,300,v2.0.0,allow,momiji,torpedo,hopsonar,1259,3,2,1,6,6,sharp,quickbomb,kanitank,1385,6,6,0,4,6,furo,sprinkler,amefurashi,1109,6,4,2,6,4,jimuwiper,quickbomb,shokuwander,1038,6,6,0,8,1,explosher,pointsensor,amefurashi,1383,10,5,5,2,4,pablo,splashbomb,megaphone51,923,10,8,2,4,5,wakaba,splashbomb,greatbarrier,1271,8,6,2,6,3,sshooter_collabo,splashbomb,tripletornado,1177,5,5,0,6,3
bbblan,https://stat.ink/@bbblan/spl3/df9e9028-f8be-4dd2-88d5-264ba2c24f64,2022-12-07 12:41:07+09:00,asari,xmatch,namero,alpha,,300,v2.0.0,allow,bamboo14mk1,robotbomb,megaphone51,1438,12,11,1,8,5,momiji,torpedo,hopsonar,1484,15,6,9,5,6,sharp,quickbomb,kanitank,1219,9,5,4,8,4,carbon_deco,quickbomb,ultrashot,862,9,8,1,9,2,dynamo,sprinkler,energystand,1245,14,7,7,9,5,bamboo14mk1,robotbomb,megaphone51,1260,13,11,2,5,6,wakaba,splashbomb,greatbarrier,1417,9,8,1,9,4,sputtery_hue,torpedo,sameride,879,8,4,4,7,1
shige_tairi,https://stat.ink/@shige_tairi/spl3/03c4c6e5-ce99-4e7f-9868-4accebb95aa2,2022-12-07 12:39:58+09:00,asari,xmatch,namero,alpha,,300,v2.0.0,allow,dualsweeper,splashbomb,hopsonar,1045,11,4,7,4,4,jetsweeper,linemarker,kyuinki,1266,11,7,4,5,4,splatroller,curlingbomb,greatbarrier,761,11,9,2,6,2,wakaba,splashbomb,greatbarrier,1288,3,3,0,3,5,momiji,torpedo,hopsonar,1651,9,4,5,4,7,carbon_deco,quickbomb,ultrashot,740,9,6,3,7,2,nautilus47,pointsensor,amefurashi,738,6,4,2,5,2,prime_collabo,kyubanbomb,nicedama,1181,4,4,0,7,4
suvichan,https://stat.ink/@suvichan/spl3/44ef26af-0551-41c4-bb4d-4720222e0b6e,2022-12-07 12:39:31+09:00,asari,xmatch,hirame,alpha,2500.0,327,v2.0.0,allow,dualsweeper,splashbomb,hopsonar,934,8,5,3,5,3,sharp,quickbomb,kanitank,942,13,8,5,8,2,splatscope,splashbomb,kyuinki,877,12,10,2,4,2,splatroller,curlingbomb,greatbarrier,870,12,7,5,5,3,liter4k,trap,hopsonar,808,9,8,1,5,2,sharp,quickbomb,kanitank,891,9,5,4,8,1,pablo,splashbomb,megaphone51,1315,3,2,1,7,5,kelvin525,splashshield,nicedama,711,7,7,0,10,3
toast2903,https://stat.ink/@toast2903/spl3/7926433e-ec03-42d5-8e60-63384b9640f7,2022-12-07 12:38:47+09:00,asari,xmatch,hirame,alpha,1942.9,300,v2.0.0,allow,parashelter,sprinkler,tripletornado,881,6,4,2,5,2,sshooter,kyubanbomb,ultrashot,1236,16,12,4,3,5,longblaster,kyubanbomb,hopsonar,551,9,6,3,1,2,bold,curlingbomb,ultrahanko,779,10,9,1,7,1,sshooter_collabo,splashbomb,tripletornado,1025,7,7,0,9,3,wideroller,splashshield,kyuinki,701,2,2,0,5,4,wakaba,splashbomb,greatbarrier,957,3,1,2,9,2,clashblaster,splashbomb,ultrashot,645,6,6,0,8,2
bbblan,https://stat.ink/@bbblan/spl3/81666cff-50ce-43dd-966b-249508d6ba45,2022-12-07 12:33:44+09:00,asari,xmatch,namero,alpha,,358,v2.0.0,allow,bamboo14mk1,robotbomb,megaphone51,1582,13,10,3,6,6,momiji,torpedo,hopsonar,1371,13,7,6,5,7,dualsweeper,splashbomb,hopsonar,1345,8,6,2,2,4,sharp,quickbomb,kanitank,1340,8,4,4,5,4,wakaba,splashbomb,greatbarrier,1666,7,7,0,7,4,squiclean_a,pointsensor,greatbarrier,1396,5,2,3,7,3,bottlegeyser,splashshield,ultrashot,1184,6,4,2,6,4,momiji,torpedo,hopsonar,1234,5,5,0,7,6
suvichan,https://stat.ink/@suvichan/spl3/2650da81-9647-4a3c-8909-7dc1233ce235,2022-12-07 12:32:21+09:00,asari,xmatch,hirame,bravo,2500.0,315,v2.0.0,allow,dualsweeper,splashbomb,hopsonar,1269,8,4,4,6,6,screwslosher,tansanbomb,nicedama,964,11,11,0,8,2,tristringer,poisonmist,megaphone51,1183,3,1,2,6,5,sharp,quickbomb,kanitank,806,5,3,2,11,1,screwslosher,tansanbomb,nicedama,1228,15,11,4,5,4,barrelspinner,sprinkler,hopsonar,847,13,11,2,3,3,prime_collabo,kyubanbomb,nicedama,934,13,7,6,6,3,sshooter_collabo,splashbomb,tripletornado,1250,4,2,2,5,5
toast2903,https://stat.ink/@toast2903/spl3/7f3f8855-f988-48e7-a9a7-76b87c82671f,2022-12-07 12:31:44+09:00,asari,xmatch,hirame,bravo,1942.9,269,v2.0.0,allow,parashelter,sprinkler,tripletornado,803,8,5,3,7,3,promodeler_mg,tansanbomb,sameride,1211,7,7,0,6,5,l3reelgun,curlingbomb,kanitank,915,5,2,3,7,3,sshooter,kyubanbomb,ultrashot,922,3,2,1,6,3,momiji,torpedo,hopsonar,1428,16,10,6,4,6,sharp,quickbomb,kanitank,1035,8,2,6,4,2,sshooter_collabo,splashbomb,tripletornado,691,6,6,0,7,2,drivewiper,torpedo,ultrahanko,961,13,8,5,1,3
Toufool,https://stat.ink/@Toufool/spl3/8a8b8dc8-44d8-4427-a437-867b131918aa,2022-12-07 12:26:34+09:00,asari,xmatch,namero,bravo,2157.6,300,v2.0.0,allow,hissen,poisonmist,jetpack,776,6,4,2,13,2,dynamo,sprinkler,energystand,1890,12,9,3,4,6,sshooter,kyubanbomb,ultrashot,1451,10,6,4,8,6,sshooter_collabo,splashbomb,tripletornado,555,3,1,2,8,2,screwslosher,tansanbomb,nicedama,1324,19,11,8,4,3,sshooter_collabo,splashbomb,tripletornado,906,16,12,4,7,3,momiji,torpedo,hopsonar,1177,10,5,5,4,5,variableroller,trap,missile,1464,6,5,1,5,5
toast2903,https://stat.ink/@toast2903/spl3/65569f83-4f9a-4b4b-bc9c-46d451da1ec7,2022-12-07 12:25:33+09:00,asari,xmatch,hirame,alpha,1932.9,320,v2.0.0,allow,parashelter,sprinkler,tripletornado,1003,8,4,4,5,3,kelvin525,splashshield,nicedama,1007,16,11,5,6,3,spaceshooter,pointsensor,megaphone51,891,14,9,5,8,2,liter4k,trap,hopsonar,888,11,8,3,3,3,bottlegeyser,splashshield,ultrashot,679,13,9,4,9,1,splatspinner_collabo,poisonmist,greatbarrier,851,9,5,4,8,1,drivewiper,torpedo,ultrahanko,1092,8,7,1,8,3,splatcharger,splashbomb,kyuinki,781,2,1,1,7,1
suvichan,https://stat.ink/@suvichan/spl3/936baad1-56e4-45fe-8a4d-a3a3220d2fa8,2022-12-07 12:24:54+09:00,asari,xmatch,namero,alpha,2500.0,341,v2.0.0,allow,dualsweeper,splashbomb,hopsonar,1475,6,4,2,5,7,screwslosher,tansanbomb,nicedama,1471,15,11,4,8,4,jimuwiper,quickbomb,shokuwander,1530,10,5,5,8,5,jimuwiper,quickbomb,shokuwander,1321,11,9,2,13,1,screwslosher,tansanbomb,nicedama,1500,14,9,5,8,4,variableroller,trap,missile,1803,13,12,1,6,5,prime_collabo,kyubanbomb,nicedama,1033,9,6,3,9,2,jimuwiper,quickbomb,shokuwander,1619,8,7,1,6,6
